pss_id,player_id,season_id,team_id,games_played,avg_pts,avg_reb,avg_ast,avg_stl,avg_blk,avg_tov,avg_min,fg_pct,fg3_pct,ft_pct,avg_plus_minus,efg_pct,ts_pct,usg_pct,per,bpm
666,654,2,16,65,22.55,5.77,5.23,1.80,0.32,1.55,32.89,0.5394,0.3495,0.8505,0.72,0.5597,0.6474,0.2589,27.62,8.72
667,655,2,25,40,1.13,0.43,0.28,0.18,0.23,0.03,5.53,0.3208,0.2286,0.7500,-1.75,0.3962,0.4109,0.1105,4.66,-4.77
668,670,2,16,41,2.39,1.27,0.29,0.27,0.02,0.15,5.85,0.5606,0.3500,0.7727,0.54,0.6136,0.6475,0.1508,16.83,-0.95
669,677,2,8,76,10.82,2.74,2.41,1.47,0.46,1.13,31.33,0.4620,0.4232,0.8240,6.49,0.5688,0.5983,0.1423,11.42,-2.87
670,688,2,7,17,0.59,0.12,0.53,0.35,0.00,0.18,3.07,0.2308,0.2727,0.5000,0.65,0.3462,0.3602,0.1493,7.06,1.84
671,694,2,1,67,11.63,10.70,0.87,0.67,1.18,0.81,25.82,0.6530,0.0000,0.6031,-0.45,0.6530,0.6561,0.1573,25.74,3.55
672,728,2,17,81,8.04,2.49,2.43,0.81,0.36,0.96,22.37,0.4230,0.4214,0.8158,0.78,0.5487,0.5595,0.1545,11.17,-1.00
673,733,2,22,60,14.47,8.28,2.20,0.50,0.55,1.77,28.16,0.5253,0.3556,0.7385,-0.68,0.5905,0.6211,0.2059,20.27,1.13
674,738,2,5,67,5.58,2.93,2.88,1.46,0.69,1.15,23.51,0.4545,0.3642,0.8082,2.97,0.5507,0.5878,0.1117,11.27,-0.03
675,765,2,27,16,10.31,3.75,0.63,0.31,0.31,0.69,19.59,0.4609,0.4074,0.8235,-4.38,0.5898,0.6089,0.1934,15.32,-2.76
676,768,2,15,77,1.01,0.49,0.75,0.16,0.06,0.23,3.66,0.4217,0.1333,0.4615,-0.53,0.4337,0.4396,0.1579,13.24,4.61
677,798,2,14,73,1.75,1.03,0.29,0.12,0.10,0.18,7.02,0.4151,0.4194,0.8750,-1.05,0.5377,0.5662,0.1046,8.92,-5.87
678,802,2,11,79,4.71,0.90,0.92,0.42,0.19,0.76,9.95,0.4650,0.2360,0.7500,-2.85,0.4970,0.5234,0.2206,11.65,-2.72
679,814,2,15,56,9.98,5.54,1.29,0.61,0.66,0.98,19.47,0.6562,0.1667,0.7194,-0.25,0.6576,0.6814,0.1773,22.04,1.76
680,816,2,29,62,20.50,3.97,4.35,0.53,0.21,3.00,32.08,0.4442,0.3377,0.8163,0.56,0.5194,0.5580,0.2801,16.39,0.50
681,820,2,3,77,12.48,9.12,1.87,0.84,2.45,1.25,29.49,0.7053,0.0000,0.5407,1.55,0.7053,0.6911,0.1567,23.51,3.68
682,837,2,13,82,2.10,0.65,0.65,0.09,0.06,0.26,7.63,0.3862,0.2750,0.7778,-1.39,0.4241,0.4979,0.1360,6.91,-5.13
683,857,2,1,71,13.11,6.51,1.20,0.59,1.03,1.11,30.00,0.5078,0.2917,0.8034,-0.30,0.5573,0.5928,0.1717,15.24,-2.09
684,861,2,27,67,10.91,6.00,2.69,0.55,0.73,1.93,21.51,0.5182,0.3741,0.7606,-3.57,0.5684,0.5987,0.2124,19.18,2.86
685,874,2,18,24,14.04,3.13,5.00,1.21,0.17,1.21,31.36,0.4596,0.4203,0.8630,1.33,0.5830,0.6308,0.1696,16.67,3.48
686,874,2,29,43,10.72,2.49,7.67,1.02,0.23,1.72,29.66,0.4080,0.3615,0.8125,0.65,0.5107,0.5524,0.1625,15.16,7.51
687,877,2,17,62,7.52,4.56,1.24,0.60,0.18,0.53,23.27,0.3919,0.3385,0.6585,2.16,0.5214,0.5307,0.1387,12.33,-2.54
688,896,2,30,12,3.17,3.17,0.50,0.50,0.33,0.67,10.47,0.6071,0.0000,0.4000,1.58,0.6071,0.5864,0.1373,15.93,-1.66
689,928,2,13,76,3.79,2.18,0.75,0.50,0.43,0.42,10.24,0.4454,0.3971,0.7500,-0.09,0.5633,0.5839,0.1568,14.90,0.61
690,935,2,24,79,7.44,5.39,1.48,0.63,0.78,0.92,24.66,0.4560,0.3953,0.7111,-2.24,0.5560,0.5656,0.1305,12.77,-2.09
691,961,2,17,18,6.89,3.83,1.50,0.67,0.33,0.39,18.87,0.4787,0.4364,0.8333,0.00,0.6064,0.6245,0.1338,15.83,0.65
692,965,2,1,22,2.00,1.73,0.27,0.27,0.09,0.32,6.22,0.3953,0.0833,0.6923,-0.86,0.4070,0.4516,0.1713,12.05,-2.39
693,971,2,9,12,19.92,6.17,6.00,0.83,0.58,3.25,33.33,0.4152,0.2787,0.8372,-5.00,0.4531,0.4919,0.2951,17.00,4.84
694,985,2,3,62,9.05,1.61,1.60,0.58,0.11,0.82,19.53,0.4633,0.4052,0.9273,-1.11,0.5679,0.5928,0.1943,11.91,-2.84
695,986,2,10,56,29.43,6.09,6.29,0.93,0.36,3.20,34.67,0.4934,0.4272,0.9146,4.79,0.6139,0.6557,0.3104,27.54,8.12
696,998,2,19,68,3.34,2.76,1.97,0.63,0.16,0.84,15.33,0.4183,0.3140,0.6500,-0.10,0.4832,0.5031,0.1166,10.71,-0.54
697,1019,2,14,57,25.46,12.32,2.60,1.04,2.00,2.14,33.41,0.5634,0.2568,0.7838,3.60,0.5733,0.6269,0.2845,31.94,8.20
698,1042,2,30,46,3.54,1.41,0.61,0.22,0.17,0.37,9.19,0.3860,0.2429,0.5185,-1.17,0.4357,0.4456,0.2083,8.11,-3.12
699,1054,2,26,80,5.39,1.74,0.84,0.54,0.15,0.66,10.52,0.4231,0.3663,0.7907,0.59,0.5453,0.5628,0.2226,13.31,-0.80
700,1059,2,2,29,0.66,0.31,0.38,0.07,0.07,0.14,2.26,0.4211,0.2857,0.5000,-0.21,0.4737,0.4779,0.1594,12.02,2.17
701,1076,2,5,74,24.54,4.64,5.09,1.12,0.49,2.07,36.24,0.5042,0.3239,0.8719,0.91,0.5219,0.5923,0.2804,21.34,4.45
702,1080,2,16,43,3.98,2.53,0.37,0.16,0.33,0.44,8.14,0.4961,0.2973,0.7273,-2.35,0.5388,0.5763,0.2123,16.61,-0.26
703,1080,2,23,21,1.33,1.19,0.48,0.10,0.24,0.29,3.64,0.5909,0.5000,0.2000,-1.10,0.6136,0.5785,0.1797,17.92,4.25
704,1092,2,26,75,0.63,0.17,0.55,0.09,0.00,0.13,2.84,0.3400,0.3333,0.5714,-0.68,0.4300,0.4427,0.1279,7.16,0.81
705,1109,2,10,72,9.42,4.51,3.50,1.35,0.14,1.56,26.32,0.4352,0.3968,0.8169,1.72,0.5741,0.5934,0.1515,14.85,1.46
706,1110,2,13,37,1.59,1.35,0.11,0.19,0.22,0.24,5.28,0.5106,0.5000,0.6250,-0.59,0.5213,0.5459,0.1415,13.98,-3.51
707,1111,2,6,46,1.24,0.65,0.17,0.09,0.20,0.26,3.82,0.4800,0.3333,1.0000,-0.20,0.5500,0.5601,0.1610,8.73,-5.63
708,1114,2,9,70,7.46,2.77,0.79,0.76,0.23,1.01,14.23,0.5733,0.2381,0.5878,-0.23,0.5800,0.5930,0.2183,16.04,-1.99
709,1128,2,27,75,1.61,1.43,0.71,0.05,0.19,0.43,4.77,0.3846,0.2800,0.7692,-2.03,0.4744,0.4930,0.1791,13.32,2.23
710,1129,2,21,41,4.71,2.56,1.12,0.34,0.17,0.63,13.87,0.4199,0.2653,0.6522,0.95,0.4917,0.5049,0.1591,11.56,-2.17
711,1139,2,3,27,15.89,3.96,8.74,1.04,0.30,2.04,33.96,0.4045,0.2886,0.7967,2.48,0.4649,0.5230,0.2260,17.77,9.28
712,1139,2,7,53,17.74,3.08,5.26,0.74,0.30,1.70,34.12,0.4553,0.4047,0.8213,-1.42,0.5548,0.5987,0.2209,15.99,2.42
713,1155,2,7,66,32.39,8.62,8.02,1.36,0.50,3.58,36.21,0.4962,0.3420,0.7421,1.94,0.5600,0.6093,0.3800,31.36,13.05
714,1160,2,21,75,13.51,4.59,2.05,1.00,0.31,1.23,30.29,0.3883,0.3301,0.7722,0.45,0.4656,0.5132,0.1993,10.96,-2.23
715,1161,2,5,80,8.59,2.75,2.58,0.78,0.33,1.24,26.22,0.4930,0.3122,0.8049,-0.96,0.5447,0.5668,0.1494,10.38,-2.97
716,1163,2,30,14,0.21,0.71,0.57,0.36,0.00,0.21,3.79,0.1000,0.2500,,-0.21,0.1500,0.1500,0.1076,3.28,0.36
717,1176,2,28,50,1.22,0.46,0.62,0.18,0.06,0.10,5.18,0.4386,0.3125,0.6667,-0.18,0.4825,0.5003,0.1084,10.20,-0.78
718,1179,2,26,33,0.67,0.42,0.30,0.18,0.03,0.15,2.41,0.3030,0.1250,,-0.70,0.3333,0.3333,0.2069,7.90,1.06
719,1181,2,5,51,6.39,1.35,2.73,0.22,0.08,1.10,15.44,0.4247,0.3516,0.6585,0.61,0.5000,0.5141,0.2086,11.16,0.71
720,1181,2,17,10,3.90,1.20,1.20,0.20,0.00,0.70,8.29,0.3889,0.4118,1.0000,-2.60,0.4861,0.5164,0.2304,14.31,0.47
721,1194,2,5,76,5.25,5.84,0.43,0.59,0.36,0.99,11.17,0.6058,0.0000,0.5360,0.33,0.6058,0.6064,0.2122,25.57,3.38
722,1196,2,12,49,7.39,2.35,1.31,0.51,0.18,0.84,18.31,0.3694,0.3161,0.8472,-2.33,0.4520,0.4963,0.1911,9.88,-3.30
723,1208,2,3,40,2.13,0.73,0.53,0.25,0.03,0.45,5.70,0.4615,0.0833,0.7059,-0.88,0.4679,0.4972,0.2008,8.09,-4.33
724,1217,2,29,22,13.18,4.55,5.64,1.14,0.45,1.59,25.80,0.5370,0.4722,0.7736,-2.82,0.5764,0.6059,0.1995,21.55,9.09
725,1222,2,3,39,29.69,6.72,5.31,0.82,1.46,3.49,35.97,0.5586,0.3757,0.9336,4.85,0.6069,0.6734,0.3220,28.74,6.50
726,1222,2,24,9,23.11,5.67,3.11,0.22,1.11,2.22,29.91,0.5703,0.5366,0.8333,7.67,0.6563,0.6974,0.2757,27.67,3.79
727,1223,2,9,74,8.27,8.04,1.01,0.59,0.80,1.24,22.57,0.6482,0.0000,0.6115,-3.77,0.6482,0.6551,0.1431,19.72,-0.16
728,1239,2,11,82,9.27,6.05,1.07,1.17,0.57,1.23,21.56,0.4485,0.3430,0.7517,-1.91,0.4932,0.5250,0.1947,16.13,-0.03
729,1255,2,18,80,24.33,5.73,4.38,1.56,0.73,3.24,35.52,0.4588,0.3685,0.7559,1.21,0.5279,0.5635,0.3002,19.80,2.96
730,1267,2,3,32,0.47,0.44,0.06,0.09,0.03,0.13,2.48,0.2500,0.1667,0.5000,0.09,0.2917,0.3014,0.1622,4.20,-7.43
731,1267,2,26,29,2.93,1.62,0.72,0.38,0.17,0.31,10.56,0.4348,0.3488,0.7692,0.07,0.5435,0.5688,0.1180,9.42,-3.26
732,1293,2,26,33,0.73,0.24,0.18,0.15,0.03,0.03,2.15,0.4375,0.5000,0.5714,-0.64,0.6250,0.6289,0.1222,11.16,-0.15
733,1303,2,23,69,31.64,9.71,3.97,0.96,1.62,3.28,33.10,0.5482,0.3300,0.8573,6.14,0.5730,0.6547,0.3755,33.99,8.97
734,1329,2,25,81,6.40,5.16,1.27,0.49,1.26,0.83,19.55,0.6407,0.3889,0.6640,-1.62,0.6512,0.6658,0.1261,17.76,0.51
735,1382,2,11,38,3.32,3.21,0.79,0.16,0.82,0.53,9.58,0.5161,0.0000,0.6818,-1.87,0.5161,0.5607,0.1517,16.86,2.62
736,1400,2,3,26,7.15,4.92,1.58,0.65,0.62,1.00,27.75,0.3508,0.3058,0.7895,-0.92,0.4476,0.4665,0.1386,8.33,-4.19
737,1400,2,7,40,9.13,4.70,1.48,0.95,0.50,0.90,32.19,0.4161,0.3548,0.7500,0.40,0.5403,0.5571,0.1287,9.99,-4.65
738,1420,2,28,82,3.00,0.93,0.85,0.26,0.05,0.30,8.43,0.3595,0.3534,0.7576,-0.49,0.4566,0.4795,0.1744,8.51,-1.91
739,1426,2,29,72,4.56,1.19,0.58,0.21,0.11,0.54,10.64,0.3686,0.3298,0.7955,-2.85,0.4696,0.4949,0.2022,8.06,-5.24
740,1428,2,18,55,1.62,0.27,0.31,0.13,0.04,0.22,4.87,0.3614,0.3043,1.0000,-0.87,0.4458,0.4967,0.1625,5.60,-6.61
741,1443,2,1,46,1.13,0.80,0.83,0.15,0.04,0.33,6.02,0.4167,0.0000,0.6667,-1.26,0.4167,0.4240,0.1162,8.63,-1.93
742,1453,2,20,79,2.09,0.62,0.46,0.20,0.04,0.28,5.81,0.3373,0.3070,0.8571,-0.68,0.4428,0.4708,0.1855,6.82,-4.05
743,1457,2,26,73,25.01,4.19,6.12,1.14,0.32,2.48,33.36,0.5124,0.3243,0.7795,2.41,0.5571,0.5988,0.3008,23.50,7.17
744,1498,2,22,60,13.95,3.90,5.68,1.45,0.43,2.32,29.63,0.5140,0.3103,0.7832,-2.17,0.5339,0.5641,0.2135,17.89,5.06
745,1504,2,14,76,4.89,3.76,0.47,0.34,0.46,0.61,13.47,0.5962,0.2778,0.6190,-0.42,0.6154,0.6263,0.1420,15.19,-2.41
746,1507,2,30,79,8.92,5.48,1.06,0.42,1.25,1.08,20.31,0.7316,,0.6791,-1.13,0.7316,0.7386,0.1532,20.65,0.11
747,1533,2,6,69,21.59,2.68,7.80,1.23,0.13,2.88,35.47,0.4624,0.4102,0.8629,6.35,0.5372,0.5865,0.2719,19.01,6.23
748,1552,2,11,82,2.74,3.74,0.78,0.54,0.35,0.57,11.83,0.4859,0.4068,0.6170,-3.09,0.5537,0.5691,0.1053,13.96,-0.52
749,1554,2,18,50,3.62,1.26,0.36,0.06,0.04,0.28,4.86,0.5431,0.3590,0.7885,0.36,0.6034,0.6516,0.2720,21.84,1.77
750,1561,2,29,56,5.23,2.91,1.02,0.34,0.32,0.66,14.56,0.3798,0.2538,0.8571,1.02,0.4373,0.4748,0.1774,11.29,-2.05
751,1573,2,13,56,23.79,6.11,5.14,1.48,0.36,3.14,34.63,0.4572,0.3709,0.8707,2.80,0.5359,0.5876,0.3003,21.01,4.50
752,1587,2,30,77,2.18,1.21,0.44,0.19,0.16,0.34,6.24,0.5200,0.3333,0.7143,-0.05,0.5520,0.5854,0.1546,10.65,-3.10
753,1590,2,21,76,16.58,7.88,6.17,0.75,0.41,2.78,31.15,0.4821,0.3248,0.7310,-1.38,0.5161,0.5331,0.2467,21.60,7.38
754,1594,2,21,70,30.50,4.70,5.30,1.60,0.93,2.74,34.51,0.5098,0.3452,0.9053,2.13,0.5308,0.6257,0.3294,27.73,7.87
755,1595,2,30,78,2.50,1.27,0.44,0.09,0.15,0.19,8.01,0.5379,0.1379,0.7313,-0.15,0.5530,0.6038,0.1236,10.78,-4.27
756,1621,2,18,73,12.86,11.15,1.19,0.77,1.30,1.67,29.43,0.6593,0.0000,0.6441,-0.10,0.6593,0.6750,0.1635,23.05,1.28
757,1636,2,30,74,5.50,2.77,2.27,0.78,0.35,0.77,14.94,0.4476,0.3220,0.7681,-1.58,0.5014,0.5308,0.1743,16.10,4.34
758,1638,2,8,68,16.31,6.56,2.99,0.79,0.75,1.44,30.22,0.5637,0.3468,0.6083,7.62,0.6032,0.6167,0.2115,21.22,2.84
759,1641,2,11,47,13.09,2.06,2.89,0.64,0.36,1.77,30.18,0.4393,0.3469,0.8148,-4.43,0.5282,0.5722,0.1819,12.00,-3.28
760,1641,2,13,22,10.95,1.68,2.14,0.59,0.36,0.95,24.87,0.4629,0.4234,0.8421,-0.09,0.5971,0.6285,0.1691,12.46,-2.70
761,1651,2,19,56,5.00,1.29,2.07,0.54,0.18,0.48,14.48,0.3680,0.3474,0.7458,0.48,0.5108,0.5448,0.1493,12.06,1.37
762,1651,2,27,22,11.77,2.27,3.64,0.68,0.27,1.18,23.97,0.3800,0.3581,0.7500,-8.45,0.5125,0.5590,0.2038,14.62,2.52
763,1669,2,25,63,20.48,4.49,2.38,0.81,0.84,1.84,35.63,0.4754,0.4011,0.8129,-0.56,0.5542,0.6065,0.2310,16.35,-1.55
765,1694,2,6,20,2.60,0.50,0.20,0.25,0.15,0.35,4.76,0.5000,0.4483,1.0000,-0.70,0.6711,0.6764,0.2142,13.93,-4.10
766,1696,2,10,75,8.23,7.00,6.67,0.99,0.81,2.72,30.64,0.5274,0.3053,0.7130,4.61,0.5696,0.5915,0.1329,16.80,5.49
767,1699,2,10,68,5.38,3.01,0.75,0.37,0.34,0.76,11.71,0.5397,0.3784,0.7761,-2.29,0.6230,0.6501,0.1767,17.10,-0.86
768,1700,2,11,76,22.14,3.74,3.70,0.78,0.24,2.63,34.24,0.4165,0.3375,0.7862,-5.88,0.4853,0.5385,0.2830,15.52,-0.28
769,1701,2,5,39,4.23,2.26,0.59,0.62,0.54,0.51,12.32,0.5648,0.3714,0.6667,1.23,0.6250,0.6455,0.1357,14.19,-2.07
770,1702,2,8,60,7.28,2.40,1.15,0.30,0.28,0.77,18.19,0.4878,0.2885,0.7436,-3.22,0.5335,0.5758,0.1703,11.47,-4.03
771,1704,2,7,60,9.10,3.03,1.72,0.70,0.08,1.20,25.66,0.5366,0.4024,0.7234,1.28,0.6257,0.6448,0.1460,10.46,-5.05
772,1730,2,1,82,7.79,1.87,0.89,0.51,0.15,0.51,17.09,0.4653,0.3900,0.8936,0.77,0.5600,0.5770,0.1795,12.52,-3.35
773,1732,2,2,81,2.10,1.91,0.75,0.17,0.11,0.27,7.02,0.4846,0.3485,0.6563,1.30,0.5731,0.5900,0.1282,14.72,1.27
774,1739,2,20,74,10.80,3.09,2.03,0.64,0.35,0.93,28.66,0.4684,0.3857,0.7959,2.51,0.5988,0.6193,0.1461,11.12,-3.60
775,1766,2,14,34,9.32,4.56,0.68,0.24,0.41,0.50,21.70,0.4846,0.2958,0.7213,1.21,0.5250,0.5526,0.1743,15.39,-2.61
776,1766,2,30,30,13.00,4.27,1.17,0.37,0.40,1.20,24.26,0.4877,0.3371,0.7586,-2.30,0.5340,0.5579,0.2323,15.76,-2.52
777,1784,2,12,56,20.71,3.66,10.45,1.63,0.45,2.52,33.62,0.4899,0.4005,0.8706,-0.63,0.5856,0.6240,0.2423,26.23,14.95
778,1788,2,27,15,1.87,0.80,0.73,0.07,0.00,0.47,5.52,0.3214,0.2000,0.7778,-1.60,0.3750,0.4380,0.1975,8.06,-2.93
779,1811,2,9,22,6.95,2.18,0.91,0.50,0.23,0.95,17.67,0.4228,0.3651,0.6667,-4.73,0.5163,0.5458,0.1797,9.90,-5.29
780,1811,2,22,44,3.39,0.89,0.77,0.36,0.09,0.48,8.19,0.4386,0.3396,0.8378,-0.82,0.5175,0.5718,0.1830,12.81,-1.94
781,1831,2,7,71,14.35,3.54,1.82,0.69,0.17,0.85,30.32,0.4014,0.3855,0.7697,2.25,0.5266,0.5540,0.2077,12.26,-2.68
782,1832,2,23,62,19.61,5.71,9.97,1.15,0.50,3.15,34.44,0.4406,0.3852,0.8670,4.47,0.5362,0.6075,0.2547,24.36,12.49
783,1836,2,7,70,6.00,1.27,0.93,0.24,0.10,0.66,10.12,0.4384,0.4038,0.8228,-0.46,0.5330,0.5710,0.2650,14.52,-1.12
784,1852,2,23,82,3.90,1.94,0.40,0.21,0.30,0.43,8.30,0.5981,0.0000,0.6931,0.23,0.5981,0.6313,0.1908,17.74,-1.30
785,1864,2,22,52,7.63,1.88,1.13,0.87,0.23,0.54,22.78,0.4495,0.4312,0.9000,-1.62,0.6026,0.6199,0.1271,9.41,-4.95
786,1866,2,3,76,7.39,2.16,1.33,0.45,0.17,0.54,20.10,0.4568,0.4264,0.6429,-0.32,0.6182,0.6212,0.1442,10.27,-3.92
787,1867,2,22,47,3.00,1.49,0.34,0.36,0.11,0.45,9.73,0.4393,0.3721,0.7561,0.00,0.5140,0.5638,0.1378,8.44,-6.32
788,1873,2,23,78,13.91,5.44,2.38,0.87,0.51,1.14,31.23,0.5006,0.3889,0.8760,3.79,0.5751,0.6016,0.1838,16.27,-0.45
789,1879,2,25,5,8.80,4.40,6.00,2.20,0.40,1.20,23.98,0.4167,0.3000,0.7333,-0.20,0.4583,0.5164,0.1720,19.86,12.49
790,1881,2,20,25,10.24,7.04,3.60,1.36,0.48,1.52,29.99,0.5860,0.5192,0.7895,7.64,0.6720,0.7030,0.1267,18.51,2.42
791,1881,2,25,53,9.19,7.87,3.77,1.02,0.17,1.49,32.16,0.5041,0.3036,0.7311,2.34,0.5510,0.5862,0.1276,15.58,1.04
792,1882,2,20,82,4.95,6.54,1.24,0.65,0.78,0.80,19.86,0.5352,0.2162,0.6761,1.84,0.5474,0.5667,0.1126,15.42,0.12
793,1888,2,16,77,0.35,0.14,0.00,0.01,0.03,0.01,0.94,0.3448,0.3333,0.8000,-0.32,0.3966,0.4327,0.1988,4.61,-6.69
794,1895,2,2,82,6.24,2.49,0.87,0.35,0.26,0.37,15.73,0.4545,0.4179,0.7059,2.67,0.6313,0.6345,0.1476,13.25,-2.46
795,1911,2,19,82,2.84,1.61,0.41,0.24,0.23,0.38,7.44,0.5513,0.1034,0.6988,-0.85,0.5609,0.6051,0.1580,14.81,-2.13
796,1912,2,9,82,9.59,2.70,5.73,1.27,0.34,2.11,26.26,0.3767,0.2797,0.8214,-6.10,0.4258,0.4547,0.2061,11.34,4.44
797,1915,2,4,50,14.66,4.30,4.12,0.84,0.24,1.98,31.53,0.4750,0.3250,0.8113,-2.16,0.5198,0.5630,0.2002,15.95,0.79
798,1959,2,28,58,2.10,2.12,0.43,0.28,0.10,0.26,10.58,0.4211,0.2537,0.5625,0.22,0.4956,0.5040,0.0946,9.38,-5.01
799,1960,2,19,82,3.20,2.20,0.40,0.21,0.16,0.48,5.59,0.5266,0.2727,0.7788,0.23,0.5355,0.6100,0.2389,23.76,3.22
800,1964,2,16,71,18.97,5.07,3.94,0.72,0.23,2.23,32.90,0.4391,0.3780,0.9341,2.39,0.5307,0.5664,0.2578,17.44,1.31
801,1978,2,12,80,16.80,5.00,2.81,1.15,0.33,1.74,31.02,0.4576,0.4254,0.8217,-1.05,0.5963,0.6138,0.2101,17.13,0.39
802,1985,2,16,82,2.88,2.29,0.52,0.44,0.21,0.55,11.82,0.4306,0.3394,0.4643,-1.26,0.5162,0.5168,0.1259,9.48,-5.02
803,1991,2,12,24,2.38,0.75,0.88,0.29,0.13,0.29,6.93,0.5588,0.5238,0.8889,0.96,0.7206,0.7508,0.1149,14.60,0.36
804,1991,2,17,50,3.50,1.34,1.78,0.38,0.06,0.54,13.34,0.4470,0.3108,0.7391,0.36,0.5341,0.5748,0.1140,10.81,-1.19
805,2023,2,1,81,3.05,0.91,1.10,0.46,0.15,0.44,10.43,0.4182,0.4091,0.8438,0.21,0.5000,0.5276,0.1352,8.83,-2.39
806,2024,2,17,67,19.25,5.09,7.39,1.18,0.37,2.94,32.57,0.4790,0.3844,0.8588,7.18,0.5562,0.5859,0.2532,21.95,8.28
807,2025,2,1,53,2.38,0.43,0.47,0.09,0.19,0.23,7.75,0.3840,0.3448,,-1.25,0.5040,0.5040,0.1423,5.35,-6.17
808,2025,2,7,23,3.43,1.39,0.70,0.61,0.39,0.43,12.83,0.3671,0.2857,0.6250,-2.74,0.4684,0.4787,0.1408,6.82,-4.47
809,2035,2,26,77,1.69,1.04,0.12,0.04,0.14,0.18,4.51,0.6180,0.6250,0.7895,-0.90,0.6461,0.6676,0.1377,13.38,-4.66
810,2057,2,2,66,9.33,5.91,2.86,0.45,0.92,0.56,29.11,0.4760,0.4462,0.7143,4.68,0.6273,0.6308,0.1198,15.88,1.32
811,2064,2,29,78,8.95,2.69,3.15,0.53,0.37,1.62,16.83,0.4192,0.2857,0.7500,-0.10,0.4666,0.5081,0.2596,16.35,4.53
812,2068,2,23,80,3.35,1.18,0.55,0.18,0.11,0.33,10.09,0.4721,0.3364,0.7500,-0.20,0.5660,0.5998,0.1393,9.66,-5.33
813,2069,2,22,74,2.61,1.34,0.41,0.16,0.09,0.24,10.97,0.3626,0.3382,0.8333,-1.14,0.4890,0.5081,0.1104,6.13,-7.11
814,2092,2,26,76,15.00,3.30,2.91,1.05,0.32,1.28,28.98,0.4850,0.4020,0.7252,2.92,0.6033,0.6171,0.1995,15.46,0.20
815,2094,2,30,11,4.64,1.91,0.91,0.27,0.36,0.45,8.63,0.6000,0.5000,0.9375,-0.64,0.7200,0.7959,0.1683,21.53,3.19
816,2114,2,1,70,14.70,4.06,1.34,0.50,0.24,1.17,30.36,0.4611,0.3497,0.8261,-0.26,0.5219,0.5635,0.1978,11.81,-4.39
817,2131,2,8,49,10.37,1.76,2.55,0.57,0.27,1.37,16.73,0.3986,0.3776,0.8659,-2.94,0.5035,0.5403,0.2846,15.37,2.67
818,2131,2,13,23,6.57,2.13,2.04,0.48,0.09,0.65,11.53,0.4015,0.3514,0.7500,0.65,0.4964,0.5178,0.2639,17.20,6.85
819,2133,2,17,32,2.06,1.38,0.13,0.06,0.22,0.34,5.78,0.4815,0.3333,0.6154,-0.78,0.5370,0.5526,0.1598,11.08,-5.64
820,2135,2,10,10,1.70,1.70,1.90,0.40,0.30,0.90,11.24,0.4667,0.1111,0.6667,3.50,0.5000,0.5208,0.0936,9.80,-0.40
821,2141,2,17,48,6.60,2.67,3.13,0.69,0.13,1.15,21.74,0.4355,0.4089,0.8571,1.67,0.6028,0.6162,0.1264,12.16,-0.08
822,2144,2,19,45,24.71,5.47,5.82,0.71,0.42,3.29,34.17,0.4838,0.3902,0.8824,2.13,0.5222,0.5824,0.3116,21.82,4.90
823,2148,2,3,41,26.44,4.98,5.15,1.00,0.80,2.22,36.05,0.4860,0.3736,0.8827,3.07,0.5653,0.6037,0.3030,22.25,5.44
824,2148,2,7,20,26.95,5.00,6.00,1.25,0.60,1.85,38.14,0.5104,0.3919,0.9468,4.80,0.5859,0.6336,0.2753,23.45,6.70
825,2149,2,22,12,4.58,3.67,0.50,1.17,0.33,0.33,10.33,0.4151,0.4000,0.5556,-1.58,0.4717,0.4828,0.2116,22.86,6.70
826,2153,2,9,76,15.84,3.79,5.09,0.80,0.22,3.12,30.33,0.4161,0.3429,0.7472,-8.45,0.4771,0.5282,0.2557,13.08,0.84
827,2166,2,12,81,5.62,3.48,0.63,0.38,1.15,0.63,12.86,0.5629,0.1429,0.6507,-1.53,0.5660,0.5952,0.1755,18.27,1.37
828,2171,2,2,55,0.36,0.31,0.16,0.07,0.07,0.04,1.96,0.2593,0.2500,0.5000,-1.29,0.3519,0.3587,0.1220,7.96,-1.21
829,2180,2,30,13,4.31,0.62,1.15,0.31,0.08,0.31,10.34,0.4524,0.0833,0.7727,-1.31,0.4643,0.5418,0.1806,11.63,-1.04
830,2183,2,8,23,5.52,1.22,2.17,0.39,0.04,0.83,13.87,0.3828,0.2794,0.8333,-2.26,0.4570,0.4764,0.2097,10.29,0.50
831,2183,2,13,55,10.29,2.11,3.33,0.69,0.09,1.75,24.32,0.4180,0.3500,0.9242,-0.49,0.4932,0.5231,0.2098,10.95,-1.29
832,2190,2,15,63,18.62,6.76,0.95,1.03,3.00,1.70,28.37,0.5061,0.3546,0.7876,5.81,0.5669,0.6131,0.2485,22.33,2.73
833,2205,2,14,57,27.89,8.02,6.58,0.88,0.56,3.12,34.28,0.4996,0.3210,0.7676,3.75,0.5492,0.5833,0.3344,28.47,10.17
834,2241,2,10,48,6.44,1.63,2.81,0.48,0.10,0.63,16.99,0.4876,0.3889,0.9268,-1.92,0.5599,0.5941,0.1511,14.15,2.48
835,2245,2,21,81,8.53,2.16,1.09,0.59,0.10,0.48,17.23,0.4409,0.4086,0.8200,2.63,0.5994,0.6259,0.1776,14.35,-1.64
