player_id,nba_id,first_name,last_name,birth_date,nationality,height_cm,weight_kg,position_id,jersey_number,is_active,draft_year,draft_round,draft_pick
990,76496,Ed,Dahler,,,,,,,f,,,
991,76497,Quintin,Dailey,,,,,,,f,,,
992,2223,Samuel,Dalembert,,,,,,,f,,,
993,76498,Howie,Dallmar,,,,,,,f,,,
994,956,Erick,Dampier,,,,,,,f,,,
995,76499,Lou,Dampier,,,,,,,f,,,
996,76500,Bob,Dandridge,,,,,,,f,,,
997,1498,Antonio,Daniels,,,,,,,f,,,
999,2845,Erik,Daniels,,,,,,,f,,,
1000,1380,Lloyd,Daniels,,,,,,,f,,,
1001,2605,Marquis,Daniels,,,,,,,f,,,
1002,76502,Mel,Daniels,,,,,,,f,,,
1004,390,Sasha,Danilovic,,,,,,,f,,,
1005,1642368,N'Faly,Dante,,,,,,,f,,,
1006,76504,Adrian,Dantley,,,,,,,f,,,
1007,76506,Henry,Darcey,,,,,,,f,,,
1008,76507,Jimmy,Darden,,,,,,,f,,,
1009,212,Yinka,Dare,,,,,,,f,,,
1010,76509,Jesse,Dark,,,,,,,f,,,
1012,76511,Jimmy,Darrow,,,,,,,f,,,
1013,203540,Gigi,Datome,,,,,,,f,,,
1014,921,Brad,Daugherty,,,,,,,f,,,
1015,1600,Kornel,David,,,,,,,f,,,
1016,201176,Jermareo,Davidson,,,,,,,f,,,
1017,76514,Bob,Davies,,,,,,,f,,,
1018,203561,Brandon,Davies,,,,,,,f,,,
1020,213,Antonio,Davis,,,,,,,f,,,
1021,76515,Aubrey,Davis,,,,,,,f,,,
1022,1884,Baron,Davis,,,,,,,f,,,
1023,989,Ben,Davis,,,,,,,f,,,
1024,76538,Bill,Davis,,,,,,,f,,,
1025,76533,Bob,Davis,,,,,,,f,,,
1026,76516,Brad,Davis,,,,,,,f,,,
1027,76517,Brian,Davis,,,,,,,f,,,
1028,76518,Charlie,Davis,,,,,,,f,,,
1029,76519,Charlie,Davis,,,,,,,f,,,
1030,905,Dale,Davis,,,,,,,f,,,
1031,1627738,Deyonta,Davis,,,,,,,f,,,
1032,76521,Double,D Davis,,,,,,,f,,,
1034,76522,Edward,Davis,,,,,,,f,,,
1035,1023,Emanual,Davis,,,,,,,f,,,
1036,201175,Glen,Davis,,,,,,,f,,,
1037,76523,Harry,Davis,,,,,,,f,,,
1038,93,Hubert,Davis,,,,,,,f,,,
1039,76524,James,Davis,,,,,,,f,,,
1040,76525,Jim,Davis,,,,,,,f,,,
1041,76526,Johnny,Davis,,,,,,,f,,,
1043,2668,Josh,Davis,,,,,,,f,,,
1044,707,Mark,Davis,,,,,,,f,,,
1045,76528,Mark,Davis,,,,,,,f,,,
1046,76529,Mel,Davis,,,,,,,f,,,
1047,76530,Michael,Davis,,,,,,,f,,,
1048,76531,Mike,Davis,,,,,,,f,,,
1049,76520,Monti,Davis,,,,,,,f,,,
1050,200781,Paul,Davis,,,,,,,f,,,
1051,76532,Ralph,Davis,,,,,,,f,,,
1052,1729,Ricky,Davis,,,,,,,f,,,
1053,76534,Ron,Davis,,,,,,,f,,,
1055,426,Terry,Davis,,,,,,,f,,,
1056,1629093,Tyler,Davis,,,,,,,f,,,
1057,76536,Walt,Davis,,,,,,,f,,,
1058,1453,Walter,Davis,,,,,,,f,,,
1060,203958,Andre,Dawkins,,,,,,,f,,,
1061,76539,Darryl,Dawkins,,,,,,,f,,,
1062,1008,Johnny,Dawkins,,,,,,,f,,,
1063,76541,Paul,Dawkins,,,,,,,f,,,
1064,1626183,Branden,Dawson,,,,,,,f,,,
961,203109,Jae,Crowder,1990-07-06,USA,198,107,3,99,f,2012,2,34
877,1626192,Pat,Connaughton,1993-01-06,USA,196,95,2,21,t,2015,2,41
1066,76542,Tony,Dawson,,,,,,,f,,,
1067,103,Todd,Day,,,,,,,f,,,
1068,201948,Austin,Daye,,,,,,,f,,,
928,203496,Robert,Covington,1990-12-14,USA,201,95,3,33,f,,,
890,1626188,Quinn,Cook,1993-03-23,USA,185,82,2,,f,,,
966,1629600,Jarron,Cumberland,1997-09-22,USA,196,93,2,,f,,,
1054,1629056,Terence,Davis,1997-05-16,USA,193,91,2,3,f,,,
837,1629599,Amir,Coffey,1997-06-17,USA,201,95,2,2,t,,,
965,1629633,Jarrett,Culver,1999-02-20,USA,198,88,2,,f,2019,1,6
1011,1630268,Nate,Darling,1998-08-30,Canada,198,91,2,30,f,,,
902,1630536,Sharife,Cooper,2001-06-11,USA,183,80,2,13,t,2021,2,48
998,1630700,Dyson,Daniels,2003-03-17,Australia,201,90,2,5,t,2022,1,8
1059,1631120,JD,Davison,2002-10-03,USA,185,88,2,4,t,2022,2,53
896,1641645,Xavier,Cooks,1995-08-19,Australia,203,83,3,12,f,,,
833,1641730,Noah,Clowney,2004-07-14,USA,208,95,4,21,t,2023,1,21
920,1641731,Bilal,Coulibaly,2004-07-26,France,201,88,2,0,t,2023,1,7
1069,76543,Darren,Daye,,,,,,,f,,,
1071,201986,Nando,De Colo,,,,,,,f,,,
1072,76545,Dave,DeBusschere,,,,,,,f,,,
1073,692,Andrew,DeClercq,,,,,,,f,,,
1075,76551,Nate,DeLong,,,,,,,f,,,
1077,76562,Hank,DeZonie,,,,,,,f,,,
1078,76544,Greg,Deane,,,,,,,f,,,
1081,76546,Archie,Dees,,,,,,,f,,,
1082,143,Terry,Dehere,,,,,,,f,,,
1083,76548,Red,Dehnert,,,,,,,f,,,
1084,1626214,Bryce,Dejean-Jones,,,,,,,f,,,
1086,219,Vinny,Del Negro,,,,,,,f,,,
1087,1627098,Malcolm,Delaney,,,,,,,f,,,
1088,183,Bison,Dele,,,,,,,f,,,
1089,2568,Carlos,Delfino,,,,,,,f,,,
1090,1629116,Angel,Delgado,,,,,,,f,,,
1091,960,Tony,Delk,,,,,,,f,,,
1093,76552,Fennis,Dembo,,,,,,,f,,,
1094,76553,Larry,Demic,,,,,,,f,,,
1095,725,Dell,Demps,,,,,,,f,,,
1096,76555,George,Dempsey,,,,,,,f,,,
1097,2736,Luol,Deng,,,,,,,f,,,
1098,76556,Kenny,Dennard,,,,,,,f,,,
1099,76557,Blaine,Denning,,,,,,,f,,,
1101,1642484,RayJ,Dennis,,,,,,,t,,,
1102,202458,Justin,Dentmon,,,,,,,f,,,
1103,76558,Randy,Denton,,,,,,,f,,,
1104,76559,Rod,Derline,,,,,,,f,,,
1105,1629094,Marcus,Derrickson,,,,,,,f,,,
1106,76560,Dave,Deutsch,,,,,,,f,,,
1107,76561,Walter,Devlin,,,,,,,f,,,
1108,76568,Ernie,DiGregorio,,,,,,,f,,,
1112,1760,Derrick,Dial,,,,,,,f,,,
1115,2564,Boris,Diaw,,,,,,,f,,,
1116,1642885,Mohamed,Diawara,,,,,,,t,,,
1117,200821,Yakhouba,Diawara,,,,,,,f,,,
1118,200799,Guillermo,Diaz,,,,,,,f,,,
1120,2424,Dan,Dickau,,,,,,,f,,,
1121,2079,Kaniel,Dickens,,,,,,,f,,,
1122,76563,Henry,Dickerson,,,,,,,f,,,
1123,1722,Michael,Dickerson,,,,,,,f,,,
1124,76564,Derrek,Dickey,,,,,,,f,,,
1125,76565,Dick,Dickey,,,,,,,f,,,
1126,1630621,Hunter,Dickinson,,,,,,,t,,,
1127,101143,Travis,Diener,,,,,,,f,,,
1130,76566,Connie,Dierking,,,,,,,f,,,
1131,76567,Coby,Dietrick,,,,,,,f,,,
1132,76569,Mickey,Dillard,,,,,,,f,,,
1133,76570,Bob,Dille,,,,,,,f,,,
1134,1642265,Rob,Dillingham,,,,,,,t,,,
1135,76571,John,Dillon,,,,,,,f,,,
1136,76574,Byron,Dinkins,,,,,,,f,,,
1137,76575,Jackie,Dinkins,,,,,,,f,,,
1138,76576,Bill,Dinwiddie,,,,,,,f,,,
1140,101113,Ike,Diogu,,,,,,,f,,,
1141,2205,DeSagana,Diop,,,,,,,f,,,
1142,76577,Terry,Dischinger,,,,,,,f,,,
1143,76578,Fred,Diute,,,,,,,f,,,
1144,124,Vlade,Divac,,,,,,,f,,,
1145,2413,Juan,Dixon,,,,,,,f,,,
1146,1059,Aleksandar,Djordjevic,,,,,,,f,,,
1147,76580,Earl,Dodd,,,,,,,f,,,
1148,1720,Michael,Doleac,,,,,,,f,,,
1149,76581,Joe,Dolhon,,,,,,,f,,,
1150,76582,Bob,Doll,,,,,,,f,,,
1151,76583,James,Donaldson,,,,,,,f,,,
1152,76584,Bob,Donham,,,,,,,f,,,
1153,76586,Billy,Donovan,,,,,,,f,,,
1154,76585,Harry,Donovan,,,,,,,f,,,
1156,2039,Keyon,Dooling,,,,,,,f,,,
1157,76587,Jacky,Dorsey,,,,,,,f,,,
1158,201595,Joey,Dorsey,,,,,,,f,,,
1164,200763,Quincy,Douby,,,,,,,f,,,
1165,76588,Bruce,Douglas,,,,,,,f,,,
1166,76589,John,Douglas,,,,,,,f,,,
1167,76590,Leon,Douglas,,,,,,,f,,,
1168,428,Sherman,Douglas,,,,,,,f,,,
1169,201962,Toney,Douglas,,,,,,,f,,,
1170,201604,Chris,Douglas-Roberts,,,,,,,f,,,
1172,76592,Lloyd,Dove,,,,,,,f,,,
1173,202220,Zabian,Dowdell,,,,,,,f,,,
1174,76593,Bill,Downey,,,,,,,f,,,
1175,76594,Steve,Downing,,,,,,,f,,,
1177,76595,Danny,Doyle,,,,,,,f,,,
1178,1628495,Milton,Doyle,,,,,,,f,,,
1180,76596,Terry,Dozier,,,,,,,f,,,
1182,204054,Zoran,Dragic,,,,,,,f,,,
1128,203476,Gorgui,Dieng,1990-01-18,Senegal,208,112,5,41,f,2013,1,21
1111,1629603,Mamadi,Diakite,1997-01-21,Guinea,206,103,3,21,f,,,
1139,203915,Spencer,Dinwiddie,1993-04-06,USA,196,98,2,26,f,2014,2,38
1085,1626155,Sam,Dekker,1994-05-06,USA,203,99,3,,f,2015,1,18
1185,1724,Bryce,Drew,,,,,,,f,,,
1186,76598,John,Drew,,,,,,,f,,,
1187,76599,Larry,Drew,,,,,,,f,,,
1188,203580,Larry,Drew II,,,,,,,f,,,
1189,17,Clyde,Drexler,,,,,,,f,,,
1190,1041,Nate,Driggers,,,,,,,f,,,
1191,76603,Terry,Driscoll,,,,,,,f,,,
1192,1542,Predrag,Drobnjak,,,,,,,f,,,
1193,76604,Ralph,Drollinger,,,,,,,f,,,
1195,76623,Dennis,DuVal,,,,,,,f,,,
1197,1642505,Alex,Ducas,,,,,,,f,,,
1198,76605,Dick,Duckett,,,,,,,f,,,
1199,404,Kevin,Duckworth,,,,,,,f,,,
1200,76607,Charles,Dudley,,,,,,,f,,,
1201,201,Chris,Dudley,,,,,,,f,,,
1203,76608,Terry,Duerod,,,,,,,f,,,
1204,76609,Bob,Duffy,,,,,,,f,,,
1205,76610,Bob,Duffy,,,,,,,f,,,
1206,2768,Chris,Duhon,,,,,,,f,,,
1207,1626251,Duje,Dukan,,,,,,,f,,,
1162,1628422,Damyean,Dotson,1994-05-06,USA,196,95,2,,f,2017,2,44
1109,1628978,Donte,DiVincenzo,1997-01-31,USA,193,92,2,0,t,2018,1,17
1179,1628408,PJ,Dozier,1996-10-25,USA,198,93,2,,f,,,
1159,1628416,Tyler,Dorsey,1996-02-18,USA,193,82,2,,f,2017,2,41
1163,1629653,Devon,Dotson,1999-08-02,USA,185,84,2,,f,,,
1074,1629602,Javin,DeLaurier,1998-04-07,USA,208,106,5,,f,,,
1171,1629635,Sekou,Doumbouya,2000-12-23,France,206,104,3,,f,2019,1,15
1176,1630288,Jeff,Dowtin Jr.,1997-05-10,USA,190,80,2,11,f,,,
1070,1630620,Darius,Days,1999-10-20,USA,201,111,3,5,f,,,
1129,1631172,Ousmane,Dieng,2003-05-21,France,206,84,3,21,t,2022,1,11
1110,1631217,Moussa,Diabaté,2002-01-21,France,208,95,3,14,t,2022,2,43
1119,1641711,Gradey,Dick,2003-11-20,USA,201,91,2,1,t,2023,1,13
1100,1641926,Dexter,Dennis,1999-02-09,USA,196,95,2,,f,,,
1209,76611,Walter,Dukes,,,,,,,f,,,
1210,247,Joe,Dumars,,,,,,,f,,,
1211,30,Richard,Dumas,,,,,,,f,,,
1212,434,Tony,Dumas,,,,,,,f,,,
1213,76615,Andy,Duncan,,,,,,,f,,,
1214,1495,Tim,Duncan,,,,,,,f,,,
1215,2399,Mike,Dunleavy,,,,,,,f,,,
1216,76616,Mike,Dunleavy,,,,,,,f,,,
1218,76617,Pat,Dunn,,,,,,,f,,,
1219,1642346,Ryan,Dunn,,,,,,,t,,,
1220,76618,T.R.,Dunn,,,,,,,f,,,
1221,2648,Ronald,Dupree,,,,,,,f,,,
1224,76619,John,Duren,,,,,,,f,,,
1225,1090,Pat,Durham,,,,,,,f,,,
1226,76621,Devin,Durrant,,,,,,,f,,,
1227,76622,Ken,Durrett,,,,,,,f,,,
1228,1628979,Trevon,Duval,,,,,,,f,,,
1229,76624,Jack,Dwan,,,,,,,f,,,
1230,76625,Craig,Dykema,,,,,,,f,,,
1231,76626,Gene,Dyker,,,,,,,f,,,
1232,202406,Jerome,Dyson,,,,,,,f,,,
1233,1642856,Egor,Dëmin,,,,,,,t,,,
1234,289,Ledell,Eackles,,,,,,,f,,,
1235,76628,Jim,Eakins,,,,,,,f,,,
1236,768,Acie,Earl,,,,,,,f,,,
1237,76630,Ed,Earle,,,,,,,f,,,
1238,203921,Cleanthony,Early,,,,,,,f,,,
1240,76631,Mark,Eaton,,,,,,,f,,,
1241,76632,Jerry,Eaves,,,,,,,f,,,
1242,202365,Devin,Ebanks,,,,,,,f,,,
1243,76633,Bill,Ebben,,,,,,,f,,,
1244,76634,Al,Eberhard,,,,,,,f,,,
1245,2569,Ndudi,Ebi,,,,,,,f,,,
1247,204067,Jarell,Eddie,,,,,,,f,,,
1248,76635,Patrick,Eddie,,,,,,,f,,,
1249,76636,Thomas,Eddleman,,,,,,,f,,,
1250,76637,Kent,Edelin,,,,,,,f,,,
1251,1641744,Zach,Edey,,,,,,,t,,,
1252,1642845,VJ,Edgecombe,,,,,,,t,,,
1253,76638,Keith,Edmonson,,,,,,,f,,,
1254,721,Tyus,Edney,,,,,,,f,,,
1256,76646,Bill,Edwards,,,,,,,f,,,
1257,898,Blue,Edwards,,,,,,,f,,,
1259,2451,Corsley,Edwards,,,,,,,f,,,
1260,346,Doug,Edwards,,,,,,,f,,,
1261,76641,Franklin,Edwards,,,,,,,f,,,
1262,229,James,Edwards,,,,,,,f,,,
1263,76643,Jay,Edwards,,,,,,,f,,,
1264,1642399,Jesse,Edwards,,,,,,,f,,,
1265,2823,John,Edwards,,,,,,,f,,,
1266,1642348,Justin,Edwards,,,,,,,t,,,
1268,236,Kevin,Edwards,,,,,,,f,,,
1270,202197,Shane,Edwards,,,,,,,f,,,
1271,1629053,Vincent,Edwards,,,,,,,f,,,
1272,76647,Johnny,Egan,,,,,,,f,,,
1273,76648,Lonnie,Eggleston,,,,,,,f,,,
1274,76649,Eddie,Ehlers,,,,,,,f,,,
1275,378,Craig,Ehlo,,,,,,,f,,,
1276,76651,Dick,Eichhorst,,,,,,,f,,,
1277,458,Howard,Eisley,,,,,,,f,,,
1278,1918,Obinna,Ekezie,,,,,,,f,,,
1279,2064,Khalid,El-Amin,,,,,,,f,,,
1280,76653,Don,Eliason,,,,,,,f,,,
1281,53,Mario,Elie,,,,,,,f,,,
1283,76655,Ray,Ellefson,,,,,,,f,,,
1286,76656,Bob,Elliott,,,,,,,f,,,
1287,251,Sean,Elliott,,,,,,,f,,,
1288,76658,Alexander,Ellis,,,,,,,f,,,
1289,76664,Bo,Ellis,,,,,,,f,,,
1290,107,Dale,Ellis,,,,,,,f,,,
1291,1677,Harold,Ellis,,,,,,,f,,,
1292,76661,Joe,Ellis,,,,,,,f,,,
1294,111,LaPhonso,Ellis,,,,,,,f,,,
1295,1034,LeRon,Ellis,,,,,,,f,,,
1296,76663,Leroy,Ellis,,,,,,,f,,,
1297,101145,Monta,Ellis,,,,,,,f,,,
1298,442,Pervis,Ellison,,,,,,,f,,,
1299,600010,Len,Elmore,,,,,,,f,,,
1300,1922,Francisco,Elson,,,,,,,f,,,
1301,76667,Darrell,Elston,,,,,,,f,,,
1202,201162,Jared,Dudley,1985-07-10,USA,198,108,3,10,f,2007,1,22
1285,201961,Wayne,Ellington,1987-11-29,USA,193,94,2,2,f,2009,1,28
1239,1631106,Tari,Eason,2001-05-10,USA,203,98,3,17,t,2022,1,17
1304,76668,Wayne,Embry,,,,,,,f,,,
1305,2765,Andre,Emmett,,,,,,,f,,,
1306,1642400,Tristan,Enaruna,,,,,,,t,,,
1307,76669,Ned,Endress,,,,,,,f,,,
1308,76670,Chris,Engler,,,,,,,f,,,
1309,76671,Wayne,Englestad,,,,,,,f,,,
1310,76672,A.J.,English,,,,,,,f,,,
1311,76673,Alex,English,,,,,,,f,,,
1312,76674,Claude,English,,,,,,,f,,,
1313,76676,Jojo,English,,,,,,,f,,,
1314,203119,Kim,English,,,,,,,f,,,
1315,76675,Scott,English,,,,,,,f,,,
1316,76677,Gene,Englund,,,,,,,f,,,
1317,203898,Tyler,Ennis,,,,,,,f,,,
1319,76678,Ray,Epps,,,,,,,f,,,
1320,201623,Semih,Erden,,,,,,,f,,,
1321,76679,Bo,Erias,,,,,,,f,,,
1322,76680,Keith,Erickson,,,,,,,f,,,
1323,76681,Julius,Erving,,,,,,,f,,,
1324,1915,Evan,Eschmeyer,,,,,,,f,,,
1325,76682,Jack,Eskridge,,,,,,,f,,,
1326,76683,Vincenzo,Esposito,,,,,,,f,,,
1327,1642855,Noa,Essengue,,,,,,,t,,,
1328,1630623,Tyson,Etienne,,,,,,,t,,,
1330,76687,Bob,Evans,,,,,,,f,,,
1331,967,Brian,Evans,,,,,,,f,,,
1332,76685,Earl,Evans,,,,,,,f,,,
1334,1628393,Jawun,Evans,,,,,,,f,,,
1335,202379,Jeremy,Evans,,,,,,,f,,,
1336,2230,Maurice,Evans,,,,,,,f,,,
1337,76686,Mike,Evans,,,,,,,f,,,
1338,2501,Reggie,Evans,,,,,,,f,,,
1339,201936,Tyreke,Evans,,,,,,,f,,,
1341,101137,Daniel,Ewing,,,,,,,f,,,
1342,121,Patrick,Ewing,,,,,,,f,,,
1343,201607,Patrick,Ewing,,,,,,,f,,,
1345,201963,Christian,Eyenga,,,,,,,f,,,
1346,203105,Festus,Ezeli,,,,,,,f,,,
1282,1629604,CJ,Elleby,2000-06-16,USA,198,91,2,16,f,2020,2,46
1255,1630162,Anthony,Edwards,2001-08-05,USA,193,102,2,5,t,2020,1,1
1269,1630306,Rob,Edwards,1997-01-20,USA,196,93,2,,f,,,
1208,1630561,David,Duke Jr.,1999-10-13,USA,193,93,2,7,f,,,
1184,1630929,Henri,Drell,2000-04-25,Estonia,206,100,3,77,f,,,
1223,1631105,Jalen,Duren,2003-11-18,USA,208,113,5,0,t,2022,1,13
1293,1631165,Keon,Ellis,2000-01-08,USA,193,79,2,14,t,,,
1347,76689,Johnny,Ezersky,,,,,,,f,,,
1348,76690,Joe,Fabel,,,,,,,f,,,
1349,76691,John,Fairchild,,,,,,,f,,,
1351,76692,Phil,Farbman,,,,,,,f,,,
1352,202702,Kenneth,Faried,,,,,,,f,,,
1353,76693,Dick,Farley,,,,,,,f,,,
1354,200770,Jordan,Farmar,,,,,,,f,,,
1355,2824,Desmon,Farmer,,,,,,,f,,,
1356,76695,Jim,Farmer,,,,,,,f,,,
1357,76694,Mike,Farmer,,,,,,,f,,,
1358,1108,Tony,Farmer,,,,,,,f,,,
1359,76696,Bob,Faught,,,,,,,f,,,
1360,203543,Vitor,Faverani,,,,,,,f,,,
1362,201174,Nick,Fazekas,,,,,,,f,,,
1363,1642847,Jeremiah,Fears,,,,,,,t,,,
1364,76697,Dave,Fedor,,,,,,,f,,,
1365,76698,Bob,Feerick,,,,,,,f,,,
1366,76699,Butch,Feher,,,,,,,f,,,
1367,994,Jamie,Feick,,,,,,,f,,,
1368,76701,Ron,Feiereisel,,,,,,,f,,,
1369,76702,George,Feigenbaum,,,,,,,f,,,
1370,76703,Dave,Feitl,,,,,,,f,,,
1371,1627770,Kay,Felder,,,,,,,f,,,
1373,203467,Carrick,Felix,,,,,,,f,,,
1374,101230,Noel,Felix,,,,,,,f,,,
1375,76704,Ray,Felix,,,,,,,f,,,
1376,101109,Raymond,Felton,,,,,,,f,,,
1377,76705,Jake,Fendley,,,,,,,f,,,
1378,76706,Bill,Fenley,,,,,,,f,,,
1379,2724,Desmond,Ferguson,,,,,,,f,,,
1381,201164,Rudy,Fernandez,,,,,,,f,,,
1383,76707,Eric,Fernsten,,,,,,,f,,,
1384,76708,Al,Ferrari,,,,,,,f,,,
1385,76709,Rolando,Ferreira,,,,,,,f,,,
1386,273,Duane,Ferrell,,,,,,,f,,,
1388,76711,Arnie,Ferrin,,,,,,,f,,,
1389,76712,Bob,Ferry,,,,,,,f,,,
1390,198,Danny,Ferry,,,,,,,f,,,
1391,201178,Kyrylo,Fesenko,,,,,,,f,,,
1392,76713,Kenny,Fields,,,,,,,f,,,
1393,202361,Landry,Fields,,,,,,,f,,,
1394,76714,Ron,Filipek,,,,,,,f,,,
1395,1642271,Kyle,Filipowski,,,,,,,t,,,
1396,76715,Greg,Fillmore,,,,,,,f,,,
1397,76716,Hank,Finkel,,,,,,,f,,,
1398,714,Michael,Finley,,,,,,,f,,,
1399,76717,Danny,Finn,,,,,,,f,,,
1401,900,Matt,Fish,,,,,,,f,,,
1402,965,Derek,Fisher,,,,,,,f,,,
1403,2809,Gerald,Fitch,,,,,,,f,,,
1405,76720,Bob,Fitzgerald,,,,,,,f,,,
1406,76719,Dick,Fitzgerald,,,,,,,f,,,
1407,2033,Marcus,Fizer,,,,,,,f,,,
1408,1642843,Cooper,Flagg,,,,,,,t,,,
1410,76721,Jerry,Fleishman,,,,,,,f,,,
1411,76722,Al,Fleming,,,,,,,f,,,
1412,76723,Ed,Fleming,,,,,,,f,,,
1413,1642853,Rasheer,Fleming,,,,,,,t,,,
1414,313,Vern,Fleming,,,,,,,f,,,
1415,2784,Luis,Flores,,,,,,,f,,,
1416,76725,Bruce,Flowers,,,,,,,f,,,
1417,1642280,Trentyn,Flowers,,,,,,,f,,,
1418,76726,Sleepy,Floyd,,,,,,,f,,,
1419,201938,Jonny,Flynn,,,,,,,f,,,
1361,202324,Derrick,Favors,1991-07-15,USA,206,120,3,15,f,2010,1,3
1344,203957,Dante,Exum,1995-07-13,Australia,196,97,2,0,f,2014,1,5
1422,76728,Larry,Fogle,,,,,,,f,,,
1423,76729,Jack,Foley,,,,,,,f,,,
1424,1829,Ike,Fontaine,,,,,,,f,,,
1425,76731,Levi,Fontaine,,,,,,,f,,,
1427,202880,Jeff,Foote,,,,,,,f,,,
1429,201814,Gary,Forbes,,,,,,,f,,,
1431,76732,Alphonso,Ford,,,,,,,f,,,
1432,2228,Alton,Ford,,,,,,,f,,,
1433,76733,Chris,Ford,,,,,,,f,,,
1434,76734,Don,Ford,,,,,,,f,,,
1435,76735,Jake,Ford,,,,,,,f,,,
1437,76736,Phil,Ford,,,,,,,f,,,
1438,101213,Sharrod,Ford,,,,,,,f,,,
1439,726,Sherell,Ford,,,,,,,f,,,
1440,2551,T.J.,Ford,,,,,,,f,,,
1441,76738,Donnie,Forman,,,,,,,f,,,
1442,76739,Bayard,Forrest,,,,,,,f,,,
1444,2218,Joseph,Forte,,,,,,,f,,,
1445,202622,Courtney,Fortson,,,,,,,f,,,
1446,1504,Danny,Fortson,,,,,,,f,,,
1447,76740,Fred,Foster,,,,,,,f,,,
1448,323,Greg,Foster,,,,,,,f,,,
1449,1902,Jeff,Foster,,,,,,,f,,,
1450,76742,Rod,Foster,,,,,,,f,,,
1452,2238,Antonis,Fotsis,,,,,,,f,,,
1454,76744,Larry,Foust,,,,,,,f,,,
1455,76745,Jerry,Fowler,,,,,,,f,,,
1456,1762,Tremaine,Fowlkes,,,,,,,f,,,
1458,76746,Harold,Fox,,,,,,,f,,,
1459,76747,Jim,Fox,,,,,,,f,,,
1460,296,Rick,Fox,,,,,,,f,,,
1461,200751,Randy,Foye,,,,,,,f,,,
1462,1502,Adonal,Foyle,,,,,,,f,,,
1463,2499,Richie,Frahm,,,,,,,f,,,
1464,1883,Steve,Francis,,,,,,,f,,,
1465,76748,Tellis,Frank,,,,,,,f,,,
1466,76749,Nat,Frankel,,,,,,,f,,,
1467,203479,Jamaal,Franklin,,,,,,,f,,,
1470,76750,Walt,Frazier,,,,,,,f,,,
1471,76751,Will,Frazier,,,,,,,f,,,
1474,76752,Anthony,Frederick,,,,,,,f,,,
1475,202690,Jimmer,Fredette,,,,,,,f,,,
1476,76753,World,Free,,,,,,,f,,,
1478,200777,Joel,Freeland,,,,,,,f,,,
1479,76754,Donnie,Freeman,,,,,,,f,,,
1480,1642402,Enrique,Freeman,,,,,,,t,,,
1481,76755,Gary,Freeman,,,,,,,f,,,
1482,76756,Rod,Freeman,,,,,,,f,,,
1484,2782,Matt,Freije,,,,,,,f,,,
1485,76757,Frido,Frey,,,,,,,f,,,
1486,76758,Larry,Friend,,,,,,,f,,,
1487,76759,Pat,Frink,,,,,,,f,,,
1303,203954,Joel,Embiid,1994-03-16,Cameroon,213,122,5,21,t,2014,1,3
1387,1627812,Yogi,Ferrell,1993-05-09,USA,183,81,2,11,f,,,
1333,1628980,Jacob,Evans,1997-06-18,USA,193,95,2,12,f,2018,1,28
1329,1629234,Drew,Eubanks,1997-02-01,USA,208,111,4,19,t,,,
1468,1629606,Robert,Franks,1996-12-18,USA,201,102,3,,f,2019,,
1420,1630201,Malachi,Flynn,1998-05-09,USA,185,84,2,,f,2020,1,29
1451,1630701,Michael,Foster Jr.,2003-01-16,USA,203,113,3,,f,,,
1409,1641745,Adam,Flagler,1999-12-01,USA,190,82,2,14,f,,,
1340,1641787,Tosan,Evbuomwan,2001-02-16,United Kingdom,203,98,3,20,t,,,
1488,76760,Jim,Fritsche,,,,,,,f,,,
1489,101112,Channing,Frye,,,,,,,f,,,
1490,76761,Bernie,Fryer,,,,,,,f,,,
1491,76762,Frank,Fucarino,,,,,,,f,,,
1493,76763,Herm,Fuetsch,,,,,,,f,,,
1494,76764,Joe,Fulks,,,,,,,f,,,
1495,2673,Hiram,Fuller,,,,,,,f,,,
1496,957,Todd,Fuller,,,,,,,f,,,
1497,76765,Tony,Fuller,,,,,,,f,,,
1499,1444,Lawrence,Funderburke,,,,,,,f,,,
1501,76767,Terry,Furlow,,,,,,,f,,,
1502,1642277,Johnny,Furphy,,,,,,,t,,,
1503,76768,Billy,Gabor,,,,,,,f,,,
1505,2429,Dan,Gadzuric,,,,,,,f,,,
1506,202070,Tony,Gaffney,,,,,,,f,,,
1508,101184,Deng,Gai,,,,,,,f,,,
1509,76769,Elmer,R. Gainer,,,,,,,f,,,
1510,76770,Corey,Gaines,,,,,,,f,,,
1511,2558,Reece,Gaines,,,,,,,f,,,
1512,202178,Sundiata,Gaines,,,,,,,f,,,
1513,76771,Mike,Gale,,,,,,,f,,,
1514,76772,Chad,Gallagher,,,,,,,f,,,
1515,76773,Harry,Gallatin,,,,,,,f,,,
1519,76774,Dave,Gambee,,,,,,,f,,,
1520,333,Kevin,Gamble,,,,,,,f,,,
1521,76776,Bob,Gantt,,,,,,,f,,,
1522,200816,Jorge,Garbajosa,,,,,,,f,,,
1523,2092,Ruben,Garces,,,,,,,f,,,
1524,2682,Alex,Garcia,,,,,,,f,,,
1525,1643158,Andersson,Garcia,,,,,,,f,,,
1526,101128,Francisco,Garcia,,,,,,,f,,,
1527,76778,Earl,Gardner,,,,,,,f,,,
1528,1642066,Myron,Gardner,,,,,,,t,,,
1529,201242,Thomas,Gardner,,,,,,,f,,,
1530,76779,Vern,Gardner,,,,,,,f,,,
1531,76780,Jack,Garfinkel,,,,,,,f,,,
